ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,p_class,lonlat
1355,792,2018-02-05,4225 Galley Rd Colorado Springs Colorado,1.2518599757979068,2,4,Colorado Springs,Colorado,-104.7501,38.8464667,1.0986122886681098,1.6094379124341005,3,"[-104.7501, 38.8464667]"
1356,793,2018-02-07,I-95 and Lantana Ave Lake Worth (Lantana) Florida,1.3862943611198906,3,3,Lake Worth (Lantana),Florida,-80.0672222,26.588888899999997,1.3862943611198906,1.3862943611198906,3,"[-80.0672222, 26.588888899999997]"
1357,794,2018-02-10,413 Mill St Paintsville Kentucky,1.2542316284596384,5,0,Paintsville,Kentucky,-82.81063960000002,37.81621129999999,1.791759469228055,0.0,3,"[-82.81063960000002, 37.81621129999999]"
1358,795,2018-02-11,19432 Lamont St Detroit Michigan,1.5424948470398374,4,3,Detroit,Michigan,-83.05482640000002,42.4377773,1.6094379124341005,1.3862943611198906,4,"[-83.05482640000002, 42.4377773]"
1359,796,2018-02-13,5400 block of Andry St New Orleans Louisiana,1.184916910403644,2,3,New Orleans,Louisiana,-90.01693890000001,29.9665222,1.0986122886681098,1.3862943611198906,3,"[-90.01693890000001, 29.9665222]"
1360,797,2018-02-14,5901 Pine Island Rd Pompano Beach (Parkland) Florida,2.8903717578961645,17,17,Pompano Beach (Parkland),Florida,-80.26945700000002,26.304503000000004,2.8903717578961645,2.8903717578961645,5,"[-80.26945700000002, 26.304503000000004]"
1361,798,2018-02-16,1700 block of SW 15 Oklahoma City Oklahoma,0.9010913347279288,1,3,Oklahoma City,Oklahoma,-97.5440398,35.44944279999999,0.6931471805599453,1.3862943611198906,2,"[-97.5440398, 35.44944279999999]"
1362,799,2018-02-17,3188 N Watkins Ave Memphis Tennessee,0.5375278407684164,0,5,Memphis,Tennessee,-90.0031329,35.21270029999999,0.0,1.791759469228055,2,"[-90.0031329, 35.21270029999999]"
1363,799,2018-02-17,1615 Minnesota Kansas City Kansas,1.1090354888959124,1,7,Kansas City,Kansas,-94.6477391,39.1153051,0.6931471805599453,2.079441541679836,3,"[-94.6477391, 39.1153051]"
1364,800,2018-02-18,2893 Cinema Ridge San Antonio Texas,0.5375278407684164,0,5,San Antonio,Texas,-98.6204053,29.4632441,0.0,1.791759469228055,2,"[-98.6204053, 29.4632441]"
1365,801,2018-02-23,W 23rd St Palm Beach Gardens (Riviera Beach) Florida,0.9010913347279288,1,3,Palm Beach Gardens (Riviera Beach),Florida,-80.05933399999998,26.781056,0.6931471805599453,1.3862943611198906,2,"[-80.05933399999998, 26.781056]"
1366,802,2018-02-26,22700 Fenkell Ave Detroit Michigan,1.2542316284596384,5,0,Detroit,Michigan,-83.265857,42.400467,1.791759469228055,0.0,3,"[-83.265857, 42.400467]"
1367,803,2018-02-27,1306 Stratford Ave Bridgeport Connecticut,0.4828313737302301,0,4,Bridgeport,Connecticut,-73.1647334,41.1785532,0.0,1.6094379124341005,1,"[-73.1647334, 41.1785532]"
1368,804,2018-03-03,1300 Block of NW 62nd Ln Miami Florida,0.4828313737302301,0,4,Miami,Florida,-80.2187015,25.8324607,0.0,1.6094379124341005,1,"[-80.2187015, 25.8324607]"
1369,804,2018-03-03,Kings Highway and Utica Avenue Brooklyn New York,0.9010913347279288,1,3,Brooklyn,New York,-73.9285005,40.6340822,0.6931471805599453,1.3862943611198906,2,"[-73.9285005, 40.6340822]"
1370,805,2018-03-04,426 Howard Ave Rockford Illinois,0.9680344001221916,1,4,Rockford,Illinois,-89.12244989999998,42.2725143,0.6931471805599453,1.6094379124341005,2,"[-89.12244989999998, 42.2725143]"
1371,806,2018-03-07,531 Main Street Hurtsboro Alabama,1.0986122886681096,2,2,Hurtsboro,Alabama,-85.41476429999999,32.240507799999996,1.0986122886681098,1.0986122886681098,3,"[-85.41476429999999, 32.240507799999996]"
1372,807,2018-03-09,1300 E Caswell St Wadesboro North Carolina,1.178350206951907,3,1,Wadesboro,North Carolina,-80.05316490000001,34.9626681,1.3862943611198906,0.6931471805599453,3,"[-80.05316490000001, 34.9626681]"
1373,808,2018-03-11,Cumberland Ave and Hess St Saginaw Michigan,0.9680344001221916,1,4,Saginaw,Michigan,-83.90923690000002,43.4003423,0.6931471805599453,1.6094379124341005,2,"[-83.90923690000002, 43.4003423]"
1374,808,2018-03-11,800 block of E Dayton St South Bend Indiana,0.583773044716594,0,6,South Bend,Indiana,-86.23924709999999,41.6559621,0.0,1.9459101490553128,2,"[-86.23924709999999, 41.6559621]"
1375,808,2018-03-11,700 block of N Hickory St Champaign Illinois,0.9010913347279288,1,3,Champaign,Illinois,-88.1973331,40.11748400000001,0.6931471805599453,1.3862943611198906,2,"[-88.1973331, 40.11748400000001]"
1376,809,2018-03-12,2000 block of Robertson Rd Modesto California,0.4828313737302301,0,4,Modesto,California,-121.0234645,37.61302720000001,0.0,1.6094379124341005,1,"[-121.0234645, 37.61302720000001]"
1377,810,2018-03-13,South Blvd Macclenny Florida,0.4828313737302301,0,4,Macclenny,Florida,-82.11333559999998,30.2779977,0.0,1.6094379124341005,1,"[-82.11333559999998, 30.2779977]"
1378,811,2018-03-17,16700 S Halsted St Harvey Illinois,0.4828313737302301,0,4,Harvey,Illinois,-87.63718469999998,41.5867713,0.0,1.6094379124341005,1,"[-87.63718469999998, 41.5867713]"
1379,811,2018-03-17,2928 W Kentucky St Louisville Kentucky,0.6238324625039507,0,7,Louisville,Kentucky,-85.8023972,38.2436435,0.0,2.079441541679836,2,"[-85.8023972, 38.2436435]"
1380,812,2018-03-21,949 Geneva Ave San Francisco California,1.0227308671603779,1,5,San Francisco,California,-122.4403103,37.7162671,0.6931471805599453,1.791759469228055,3,"[-122.4403103, 37.7162671]"
1381,813,2018-03-24,3180 South 5600 West Salt Lake City (West Valley City) Utah,0.4828313737302301,0,4,Salt Lake City (West Valley City),Utah,-112.02585659999998,40.70222570000001,0.0,1.6094379124341005,1,"[-112.02585659999998, 40.70222570000001]"
1382,814,2018-03-29,Kaighn Ave and Haddon Ave Camden New Jersey,0.4828313737302301,0,4,Camden,New Jersey,-75.10271949999998,39.9320891,0.0,1.6094379124341005,1,"[-75.10271949999998, 39.9320891]"
1383,814,2018-03-29,7401 Alma Dr Plano Texas,0.9010913347279288,1,3,Plano,Texas,-96.71244909999999,33.077371500000005,0.6931471805599453,1.3862943611198906,2,"[-96.71244909999999, 33.077371500000005]"
1384,815,2018-03-31,Atlantic Ave and Monmouth Ave Asbury Park New Jersey,0.5375278407684164,0,5,Asbury Park,New Jersey,-74.0187318,40.21644860000001,0.0,1.791759469228055,2,"[-74.0187318, 40.21644860000001]"
1385,816,2018-04-01,600 block of Yale St Saginaw Michigan,0.5375278407684164,0,5,Saginaw,Michigan,-83.9818929,43.4191787,0.0,1.791759469228055,2,"[-83.9818929, 43.4191787]"
1386,816,2018-04-01,3556 Halls Mill Rd Mobile Alabama,0.9680344001221916,1,4,Mobile,Alabama,-88.12284679999998,30.6387232,0.6931471805599453,1.6094379124341005,2,"[-88.12284679999998, 30.6387232]"
1387,817,2018-04-02,8500 block of Redcliff Rd Houston Texas,0.9010913347279288,1,3,Houston,Texas,-95.52239509999998,29.9040315,0.6931471805599453,1.3862943611198906,2,"[-95.52239509999998, 29.9040315]"
1388,818,2018-04-04,3300 Garden Oaks Drive New Orleans Louisiana,1.0986122886681096,2,2,New Orleans,Louisiana,-90.0220087,29.921828700000002,1.0986122886681098,1.0986122886681098,3,"[-90.0220087, 29.921828700000002]"
1389,819,2018-04-06,5800 block of Pickering St Virginia Beach Virginia,0.9010913347279288,1,3,Virginia Beach,Virginia,-76.1778641,36.8585864,0.6931471805599453,1.3862943611198906,2,"[-76.1778641, 36.8585864]"
1390,819,2018-04-06,6100 block of Transylvania Ave Jacksonville Florida,0.4828313737302301,0,4,Jacksonville,Florida,-81.74122270000002,30.2491221,0.0,1.6094379124341005,1,"[-81.74122270000002, 30.2491221]"
1391,820,2018-04-08,1300 block of NW 63rd Terrace Miami Florida,1.0986122886681096,2,2,Miami,Florida,-80.2187766,25.8336233,1.0986122886681098,1.0986122886681098,3,"[-80.2187766, 25.8336233]"
1392,820,2018-04-08,247 1st Ave NW Hickory North Carolina,0.9010913347279288,1,3,Hickory,North Carolina,-81.3413595,35.7330408,0.6931471805599453,1.3862943611198906,2,"[-81.3413595, 35.7330408]"
1393,821,2018-04-09,201 Maine St Vallejo California,0.4828313737302301,0,4,Vallejo,California,-122.25753600000002,38.098153,0.0,1.6094379124341005,1,"[-122.25753600000002, 38.098153]"
1394,822,2018-04-15,6956 Jewella Ave Shreveport Louisiana,0.583773044716594,0,6,Shreveport,Louisiana,-93.7982442,32.4434668,0.0,1.9459101490553128,2,"[-93.7982442, 32.4434668]"
1395,823,2018-04-18,73 Hansel Ave Asheville North Carolina,1.5424948470398374,4,3,Asheville,North Carolina,-82.583641,35.591598,1.6094379124341005,1.3862943611198906,4,"[-82.583641, 35.591598]"
1396,824,2018-04-20,3rd Street and Quesada Ave San Francisco California,1.0227308671603779,1,5,San Francisco,California,-122.39121540000001,37.7331886,0.6931471805599453,1.791759469228055,3,"[-122.39121540000001, 37.7331886]"
1397,825,2018-04-21,1800 block of W Diamond St Philadelphia Pennsylvania,1.0986122886681096,2,2,Philadelphia,Pennsylvania,-75.163119,39.985361,1.0986122886681098,1.0986122886681098,3,"[-75.163119, 39.985361]"
1398,826,2018-04-22,1900 block of St Roch Ave New Orleans Louisiana,1.0227308671603779,1,5,New Orleans,Louisiana,-90.05331890000002,29.9769029,0.6931471805599453,1.791759469228055,3,"[-90.05331890000002, 29.9769029]"
1399,826,2018-04-22,3571 Murfreesboro Pike Antioch Tennessee,1.5424948470398374,4,3,Antioch,Tennessee,-86.61557540000004,36.050593799999994,1.6094379124341005,1.3862943611198906,4,"[-86.61557540000004, 36.050593799999994]"
1400,827,2018-04-24,2200 block of Ave A Flint Michigan,0.4828313737302301,0,4,Flint,Michigan,-83.69750479999998,43.0362888,0.0,1.6094379124341005,1,"[-83.69750479999998, 43.0362888]"
1401,828,2018-04-25,1151 Northdale Dr Saint Louis Missouri,1.178350206951907,3,1,Saint Louis,Missouri,-90.2022134,38.7871265,1.3862943611198906,0.6931471805599453,3,"[-90.2022134, 38.7871265]"
1402,828,2018-04-25,300 block of West 24th Street Pine Bluff Arkansas,0.4828313737302301,0,4,Pine Bluff,Arkansas,-92.00503509999999,34.205196,0.0,1.6094379124341005,1,"[-92.00503509999999, 34.205196]"
1403,829,2018-04-28,Modest Rd Maxton North Carolina,0.5375278407684164,0,5,Maxton,North Carolina,-79.3080068,34.8141656,0.0,1.791759469228055,2,"[-79.3080068, 34.8141656]"
1404,830,2018-04-29,1969 S Military Trail West Palm Beach Florida,0.9010913347279288,1,3,West Palm Beach,Florida,-80.112459,26.6483146,0.6931471805599453,1.3862943611198906,2,"[-80.112459, 26.6483146]"
1405,830,2018-04-29,1500 block of Massey St Monroe North Carolina,0.9010913347279288,1,3,Monroe,North Carolina,-80.53423010000002,34.98890770000001,0.6931471805599453,1.3862943611198906,2,"[-80.53423010000002, 34.98890770000001]"
1406,830,2018-04-29,12603 Renton Ave S Seattle (Skyway) Washington,1.0986122886681096,2,2,Seattle (Skyway),Washington,-122.2401525,47.4910307,1.0986122886681098,1.0986122886681098,3,"[-122.2401525, 47.4910307]"
1407,830,2018-04-29,519 South Kingston St Wartburg Tennessee,0.4828313737302301,0,4,Wartburg,Tennessee,-84.59206540000002,36.0991073,0.0,1.6094379124341005,1,"[-84.59206540000002, 36.0991073]"
1408,831,2018-04-30,3600 block of New York Ave NE Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-76.95501809999998,38.916955200000004,0.0,1.6094379124341005,1,"[-76.95501809999998, 38.916955200000004]"
1409,831,2018-04-30,4251 N Dixie Hwy Pompano Beach Florida,0.4828313737302301,0,4,Pompano Beach,Florida,-80.1116693,26.2834195,0.0,1.6094379124341005,1,"[-80.1116693, 26.2834195]"
1410,832,2018-05-01,3200 block of Saint Claude Ave New Orleans Louisiana,0.5375278407684164,0,5,New Orleans,Louisiana,-90.04238889999998,29.966955300000002,0.0,1.791759469228055,2,"[-90.04238889999998, 29.966955300000002]"
1411,833,2018-05-02,333 Bristol St Brooklyn New York,0.9680344001221916,1,4,Brooklyn,New York,-73.91089269999998,40.6633026,0.6931471805599453,1.6094379124341005,2,"[-73.91089269999998, 40.6633026]"
1412,833,2018-05-02,2400 block of Ogema Place Minneapolis Minnesota,0.5375278407684164,0,5,Minneapolis,Minnesota,-93.2445496,44.9565803,0.0,1.791759469228055,2,"[-93.2445496, 44.9565803]"
1413,833,2018-05-02,3500 block of W Grenshaw St Chicago Illinois,0.9680344001221916,1,4,Chicago,Illinois,-87.7131452,41.86731029999999,0.6931471805599453,1.6094379124341005,2,"[-87.7131452, 41.86731029999999]"
1414,834,2018-05-04,200 block of E 23rd St Chicago Heights Illinois,0.4828313737302301,0,4,Chicago Heights,Illinois,-87.62887490000001,41.494076,0.0,1.6094379124341005,1,"[-87.62887490000001, 41.494076]"
1415,834,2018-05-04,519 Hilliard St Henderson North Carolina,0.4828313737302301,0,4,Henderson,North Carolina,-78.3974162,36.3167576,0.0,1.6094379124341005,1,"[-78.3974162, 36.3167576]"
1416,835,2018-05-05,4944 Sentry Street Columbus Georgia,0.5375278407684164,0,5,Columbus,Georgia,-84.9090362,32.4451921,0.0,1.791759469228055,2,"[-84.9090362, 32.4451921]"
1417,836,2018-05-06,499 N Watkins St Memphis Tennessee,1.2518599757979068,2,4,Memphis,Tennessee,-90.01293050000002,35.1513115,1.0986122886681098,1.6094379124341005,3,"[-90.01293050000002, 35.1513115]"
1418,836,2018-05-06,2020 East Lakeview Road Stillwater Oklahoma,0.4828313737302301,0,4,Stillwater,Oklahoma,-97.036727,36.146026,0.0,1.6094379124341005,1,"[-97.036727, 36.146026]"
1419,837,2018-05-07,15th St and J St San Diego California,0.5375278407684164,0,5,San Diego,California,-117.1503537,32.7094249,0.0,1.791759469228055,2,"[-117.1503537, 32.7094249]"
1420,838,2018-05-09,Sahler St and N 48th St Omaha Nebraska,0.4828313737302301,0,4,Omaha,Nebraska,-95.98548709999999,41.2968726,0.0,1.6094379124341005,1,"[-95.98548709999999, 41.2968726]"
1421,838,2018-05-09,5200 block of Minerva Avenue Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.268578,38.661459,0.0,1.6094379124341005,1,"[-90.268578, 38.661459]"
1422,839,2018-05-11,2nd St and Dallas St Talihina Oklahoma,0.9680344001221916,1,4,Talihina,Oklahoma,-95.048002,34.751649799999996,0.6931471805599453,1.6094379124341005,2,"[-95.048002, 34.751649799999996]"
1423,839,2018-05-11,4800 block of Farlin Ave Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.2437423,38.67689000000001,0.0,1.6094379124341005,1,"[-90.2437423, 38.67689000000001]"
1424,840,2018-05-12,275 W Buck St Paulsboro New Jersey,0.4828313737302301,0,4,Paulsboro,New Jersey,-75.24692619999998,39.8298215,0.0,1.6094379124341005,1,"[-75.24692619999998, 39.8298215]"
1425,840,2018-05-12,3201 Decatur St Omaha Nebraska,0.583773044716594,0,6,Omaha,Nebraska,-95.9599117,41.27536170000001,0.0,1.9459101490553128,2,"[-95.9599117, 41.27536170000001]"
1426,841,2018-05-13,French Rd and Berta Rd Byhalia Mississippi,0.4828313737302301,0,4,Byhalia,Mississippi,-89.6532274,34.8554732,0.0,1.6094379124341005,1,"[-89.6532274, 34.8554732]"
1427,841,2018-05-13,2436 Belleview St Stockton California,1.2999897393843562,3,2,Stockton,California,-121.26172959999998,37.928424,1.3862943611198906,1.0986122886681098,3,"[-121.26172959999998, 37.928424]"
1428,841,2018-05-13,365 W Manchester Avenue Los Angeles California,1.0986122886681096,2,2,Los Angeles,California,-118.2799327,33.9606984,1.0986122886681098,1.0986122886681098,3,"[-118.2799327, 33.9606984]"
1429,842,2018-05-14,2020 Etting St Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.63648049999998,39.307360100000004,0.0,1.6094379124341005,1,"[-76.63648049999998, 39.307360100000004]"
1430,843,2018-05-16,610 Lone Star Park Ln Ponder Texas,1.4621757826276218,5,1,Ponder,Texas,-97.2855821,33.178462599999996,1.791759469228055,0.6931471805599453,3,"[-97.2855821, 33.178462599999996]"
1431,844,2018-05-18,16000 Hwy 6 Santa Fe Texas,2.470243889843437,10,13,Santa Fe,Texas,-95.1419934,29.3926941,2.3978952727983707,2.6390573296152584,5,"[-95.1419934, 29.3926941]"
1432,845,2018-05-20,513 Monticello St Hazlehurst Mississippi,1.1090354888959124,1,7,Hazlehurst,Mississippi,-90.38792609999999,31.8507338,0.6931471805599453,2.079441541679836,3,"[-90.38792609999999, 31.8507338]"
1433,845,2018-05-20,1604 Madison Ave Anderson Indiana,0.4828313737302301,0,4,Anderson,Indiana,-85.69157170000003,40.0998253,0.0,1.6094379124341005,1,"[-85.69157170000003, 40.0998253]"
1434,846,2018-05-25,1000 block of Ross Avenue Cincinnati Ohio,0.4828313737302301,0,4,Cincinnati,Ohio,-84.57500739999998,39.112994,0.0,1.6094379124341005,1,"[-84.57500739999998, 39.112994]"
1435,847,2018-05-27,15373 E 6th Ave Aurora Colorado,0.9010913347279288,1,3,Aurora,Colorado,-104.80910959999999,39.7262436,0.6931471805599453,1.3862943611198906,2,"[-104.80910959999999, 39.7262436]"
1436,847,2018-05-27,857 E Stoner Ave Shreveport Louisiana,0.4828313737302301,0,4,Shreveport,Louisiana,-93.72037519999999,32.4999755,0.0,1.6094379124341005,1,"[-93.72037519999999, 32.4999755]"
1437,848,2018-05-31,544 Chaney Grove Rd Timmonsville South Carolina,1.2999897393843562,3,2,Timmonsville,South Carolina,-79.982924,34.097969,1.3862943611198906,1.0986122886681098,3,"[-79.982924, 34.097969]"
1438,849,2018-06-02,Strauss Street Buffalo New York,0.5375278407684164,0,5,Buffalo,New York,-78.84118149999998,42.897025899999996,0.0,1.791759469228055,2,"[-78.84118149999998, 42.897025899999996]"
1439,849,2018-06-02,S 11th St and Farnam St Omaha Nebraska,1.0689760711085556,1,6,Omaha,Nebraska,-95.9305465,41.2575674,0.6931471805599453,1.9459101490553128,3,"[-95.9305465, 41.2575674]"
1440,850,2018-06-03,1200 block of W 73rd Pl Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.6542626,41.76052620000001,0.6931471805599453,1.3862943611198906,2,"[-87.6542626, 41.76052620000001]"
1441,850,2018-06-03,4500 Spring Ave Dallas Texas,0.5375278407684164,0,5,Dallas,Texas,-96.742083,32.773852500000004,0.0,1.791759469228055,2,"[-96.742083, 32.773852500000004]"
1442,851,2018-06-05,Town Center Pkwy Jacksonville Florida,1.178350206951907,3,1,Jacksonville,Florida,-81.52900279999999,30.2619341,1.3862943611198906,0.6931471805599453,3,"[-81.52900279999999, 30.2619341]"
1443,852,2018-06-09,2000 block of 20th St Philadelphia Pennsylvania,0.9680344001221916,1,4,Philadelphia,Pennsylvania,-75.17923230000002,39.9263134,0.6931471805599453,1.6094379124341005,2,"[-75.17923230000002, 39.9263134]"
1444,852,2018-06-09,14 Copeland St Boston Massachusetts,0.4828313737302301,0,4,Boston,Massachusetts,-71.0813673,42.3221097,0.0,1.6094379124341005,1,"[-71.0813673, 42.3221097]"
1445,852,2018-06-09,1709 S Cannon Blvd Kannapolis North Carolina,0.4828313737302301,0,4,Kannapolis,North Carolina,-80.60966490000001,35.4705489,0.0,1.6094379124341005,1,"[-80.60966490000001, 35.4705489]"
1446,853,2018-06-10,6400 block of S Eberhart Ave Chicago Illinois,1.0227308671603779,1,5,Chicago,Illinois,-87.6132318,41.778389000000004,0.6931471805599453,1.791759469228055,3,"[-87.6132318, 41.778389000000004]"
1447,853,2018-06-10,5627 14th St W Bradenton Florida,1.0227308671603779,1,5,Bradenton,Florida,-82.5745458,27.4419006,0.6931471805599453,1.791759469228055,3,"[-82.5745458, 27.4419006]"
1448,853,2018-06-10,300 block of W Park Ave Aurora Illinois,0.6238324625039507,0,7,Aurora,Illinois,-88.3174064,41.76437960000001,0.0,2.079441541679836,2,"[-88.3174064, 41.76437960000001]"
1449,853,2018-06-10,4745 N Richardt Ave Indianapolis (Lawrence) Indiana,0.9680344001221916,1,4,Indianapolis (Lawrence),Indiana,-86.0364079,39.8426816,0.6931471805599453,1.6094379124341005,2,"[-86.0364079, 39.8426816]"
1450,853,2018-06-10,12719 Tiara St Valley Village California,0.583773044716594,0,6,Valley Village,California,-118.410177,34.178714899999996,0.0,1.9459101490553128,2,"[-118.410177, 34.178714899999996]"
1451,853,2018-06-10,1200 block of Orchard Rd Bloomington Illinois,1.0986122886681096,2,2,Bloomington,Illinois,-88.950638,40.490327799999996,1.0986122886681098,1.0986122886681098,3,"[-88.950638, 40.490327799999996]"
1452,854,2018-06-11,4932 Eaglesmere Dr Orlando Florida,1.4621757826276218,5,1,Orlando,Florida,-81.4654315,28.489955100000003,1.791759469228055,0.6931471805599453,3,"[-81.4654315, 28.489955100000003]"
